sample_id,rgb_relative_path,skeleton_path,person,action,group,camera,low_view_height_cm,low_camera_order,reference_camera,angle_definition,direct_estimated_relative_yaw_deg,estimated_relative_yaw_deg,angle_source,angle_mad_deg,median_fit_rmse_m,candidate_frame_count,usable_frame_count,stable_frame_count,confidence
A041_P009_G002_C007,RGB_P001-P010/P001-P010/P009/A041_P009_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A041_P009_G002_C007.csv,P009,A041,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-29.6,-29.6,pairwise_skeleton_registration,6.2,0.238,264,264,154,high
A041_P009_G003_C001,RGB_P001-P010/P001-P010/P009/A041_P009_G003_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A041_P009_G003_C001.csv,P009,A041,G003,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A041_P009_G003_C003,RGB_P001-P010/P001-P010/P009/A041_P009_G003_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A041_P009_G003_C003.csv,P009,A041,G003,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,0.18,0.18,pairwise_skeleton_registration,2.76,0.0543,239,239,220,high
A041_P009_G003_C005,RGB_P001-P010/P001-P010/P009/A041_P009_G003_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A041_P009_G003_C005.csv,P009,A041,G003,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,35.53,35.53,pairwise_skeleton_registration,3.21,0.0523,239,239,233,high
A041_P009_G003_C007,RGB_P001-P010/P001-P010/P009/A041_P009_G003_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A041_P009_G003_C007.csv,P009,A041,G003,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,61.05,61.05,pairwise_skeleton_registration,4.36,0.0769,239,239,210,high
A041_P009_G004_C001,RGB_P001-P010/P001-P010/P009/A041_P009_G004_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A041_P009_G004_C001.csv,P009,A041,G004,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A041_P009_G004_C003,RGB_P001-P010/P001-P010/P009/A041_P009_G004_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A041_P009_G004_C003.csv,P009,A041,G004,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,0.26,0.26,pairwise_skeleton_registration,3.2,0.0806,192,192,179,high
A041_P009_G004_C005,RGB_P001-P010/P001-P010/P009/A041_P009_G004_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A041_P009_G004_C005.csv,P009,A041,G004,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,35.48,35.48,pairwise_skeleton_registration,5.19,0.1032,192,192,178,high
A041_P009_G004_C007,RGB_P001-P010/P001-P010/P009/A041_P009_G004_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A041_P009_G004_C007.csv,P009,A041,G004,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,60.4,60.4,pairwise_skeleton_registration,5.09,0.1086,192,192,189,high
A042_P009_G001_C001,RGB_P001-P010/P001-P010/P009/A042_P009_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A042_P009_G001_C001.csv,P009,A042,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A042_P009_G001_C003,RGB_P001-P010/P001-P010/P009/A042_P009_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A042_P009_G001_C003.csv,P009,A042,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-40.98,-40.98,pairwise_skeleton_registration,9.0,0.2999,204,204,126,medium
A042_P009_G001_C005,RGB_P001-P010/P001-P010/P009/A042_P009_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A042_P009_G001_C005.csv,P009,A042,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-6.25,-6.25,pairwise_skeleton_registration,2.57,0.2257,204,204,204,high
A042_P009_G001_C007,RGB_P001-P010/P001-P010/P009/A042_P009_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A042_P009_G001_C007.csv,P009,A042,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,13.93,13.93,pairwise_skeleton_registration,4.31,0.211,204,204,194,high
A042_P009_G002_C001,RGB_P001-P010/P001-P010/P009/A042_P009_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A042_P009_G002_C001.csv,P009,A042,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A042_P009_G002_C003,RGB_P001-P010/P001-P010/P009/A042_P009_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A042_P009_G002_C003.csv,P009,A042,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,0.37,0.37,pairwise_skeleton_registration,2.77,0.061,178,178,178,high
A042_P009_G002_C005,RGB_P001-P010/P001-P010/P009/A042_P009_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A042_P009_G002_C005.csv,P009,A042,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,34.89,34.89,pairwise_skeleton_registration,2.13,0.0602,178,178,169,high
A042_P009_G002_C007,RGB_P001-P010/P001-P010/P009/A042_P009_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A042_P009_G002_C007.csv,P009,A042,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,58.74,58.74,pairwise_skeleton_registration,3.18,0.071,178,178,163,high
A042_P009_G003_C001,RGB_P001-P010/P001-P010/P009/A042_P009_G003_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A042_P009_G003_C001.csv,P009,A042,G003,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A042_P009_G003_C003,RGB_P001-P010/P001-P010/P009/A042_P009_G003_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A042_P009_G003_C003.csv,P009,A042,G003,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,0.87,0.87,pairwise_skeleton_registration,1.37,0.1205,177,177,177,high
A042_P009_G003_C005,RGB_P001-P010/P001-P010/P009/A042_P009_G003_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A042_P009_G003_C005.csv,P009,A042,G003,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,35.17,35.17,pairwise_skeleton_registration,2.74,0.0964,177,177,177,high
A042_P009_G003_C007,RGB_P001-P010/P001-P010/P009/A042_P009_G003_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A042_P009_G003_C007.csv,P009,A042,G003,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,30.54,30.54,pairwise_skeleton_registration,1.22,0.1355,177,177,177,high
A043_P009_G001_C001,RGB_P001-P010/P001-P010/P009/A043_P009_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A043_P009_G001_C001.csv,P009,A043,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A043_P009_G001_C003,RGB_P001-P010/P001-P010/P009/A043_P009_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A043_P009_G001_C003.csv,P009,A043,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-13.43,-13.43,pairwise_skeleton_registration,2.27,0.2067,216,216,211,high
A043_P009_G001_C005,RGB_P001-P010/P001-P010/P009/A043_P009_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A043_P009_G001_C005.csv,P009,A043,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,12.45,12.45,pairwise_skeleton_registration,5.77,0.2321,216,216,130,high
A043_P009_G001_C007,RGB_P001-P010/P001-P010/P009/A043_P009_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A043_P009_G001_C007.csv,P009,A043,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-19.8,-19.8,pairwise_skeleton_registration,5.35,0.256,216,216,197,medium
A043_P009_G002_C001,RGB_P001-P010/P001-P010/P009/A043_P009_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A043_P009_G002_C001.csv,P009,A043,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A043_P009_G002_C003,RGB_P001-P010/P001-P010/P009/A043_P009_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A043_P009_G002_C003.csv,P009,A043,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,0.27,0.27,pairwise_skeleton_registration,1.54,0.0548,233,233,231,high
A043_P009_G002_C005,RGB_P001-P010/P001-P010/P009/A043_P009_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A043_P009_G002_C005.csv,P009,A043,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,33.61,33.61,pairwise_skeleton_registration,3.53,0.061,233,233,233,high
A043_P009_G002_C007,RGB_P001-P010/P001-P010/P009/A043_P009_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A043_P009_G002_C007.csv,P009,A043,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,62.31,62.31,pairwise_skeleton_registration,3.87,0.109,233,233,226,high
A043_P009_G003_C001,RGB_P001-P010/P001-P010/P009/A043_P009_G003_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A043_P009_G003_C001.csv,P009,A043,G003,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A043_P009_G003_C003,RGB_P001-P010/P001-P010/P009/A043_P009_G003_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A043_P009_G003_C003.csv,P009,A043,G003,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-10.48,-10.48,pairwise_skeleton_registration,5.76,0.1655,228,228,228,high
A043_P009_G003_C005,RGB_P001-P010/P001-P010/P009/A043_P009_G003_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A043_P009_G003_C005.csv,P009,A043,G003,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,33.07,33.07,pairwise_skeleton_registration,5.19,0.1235,228,228,228,high
A043_P009_G003_C007,RGB_P001-P010/P001-P010/P009/A043_P009_G003_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A043_P009_G003_C007.csv,P009,A043,G003,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,37.88,37.88,pairwise_skeleton_registration,2.89,0.1241,228,228,226,high
A044_P009_G001_C001,RGB_P001-P010/P001-P010/P009/A044_P009_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A044_P009_G001_C001.csv,P009,A044,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A044_P009_G001_C003,RGB_P001-P010/P001-P010/P009/A044_P009_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A044_P009_G001_C003.csv,P009,A044,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,58.25,58.25,pairwise_skeleton_registration,4.94,0.1731,30,30,18,high
A044_P009_G001_C005,RGB_P001-P010/P001-P010/P009/A044_P009_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A044_P009_G001_C005.csv,P009,A044,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,38.11,38.11,pairwise_skeleton_registration,3.97,0.2219,30,30,18,high
A044_P009_G001_C007,RGB_P001-P010/P001-P010/P009/A044_P009_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A044_P009_G001_C007.csv,P009,A044,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-89.2,-89.2,pairwise_skeleton_registration,6.6,0.1685,30,30,10,medium
A044_P009_G002_C001,RGB_P001-P010/P001-P010/P009/A044_P009_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A044_P009_G002_C001.csv,P009,A044,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A044_P009_G002_C003,RGB_P001-P010/P001-P010/P009/A044_P009_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A044_P009_G002_C003.csv,P009,A044,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-66.45,-66.45,pairwise_skeleton_registration,8.0,0.2212,30,30,15,medium
A044_P009_G002_C005,RGB_P001-P010/P001-P010/P009/A044_P009_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A044_P009_G002_C005.csv,P009,A044,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,157.65,157.65,pairwise_skeleton_registration,4.91,0.2763,30,30,14,medium
A044_P009_G002_C007,RGB_P001-P010/P001-P010/P009/A044_P009_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A044_P009_G002_C007.csv,P009,A044,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,141.11,141.11,pairwise_skeleton_registration,5.85,0.2594,30,30,14,medium
A045_P009_G001_C001,RGB_P001-P010/P001-P010/P009/A045_P009_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A045_P009_G001_C001.csv,P009,A045,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A045_P009_G001_C003,RGB_P001-P010/P001-P010/P009/A045_P009_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A045_P009_G001_C003.csv,P009,A045,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-81.12,-81.12,pairwise_skeleton_registration,7.85,0.2047,261,261,185,high
A045_P009_G001_C005,RGB_P001-P010/P001-P010/P009/A045_P009_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A045_P009_G001_C005.csv,P009,A045,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-46.27,-46.27,pairwise_skeleton_registration,0.91,0.1754,261,261,261,high
A045_P009_G001_C007,RGB_P001-P010/P001-P010/P009/A045_P009_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A045_P009_G001_C007.csv,P009,A045,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-105.51,-105.51,pairwise_skeleton_registration,7.06,0.2076,261,261,234,high
A045_P009_G002_C001,RGB_P001-P010/P001-P010/P009/A045_P009_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A045_P009_G002_C001.csv,P009,A045,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A045_P009_G002_C003,RGB_P001-P010/P001-P010/P009/A045_P009_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A045_P009_G002_C003.csv,P009,A045,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,41.69,41.69,pairwise_skeleton_registration,2.39,0.3133,234,234,234,medium
A045_P009_G002_C005,RGB_P001-P010/P001-P010/P009/A045_P009_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A045_P009_G002_C005.csv,P009,A045,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,107.51,107.51,pairwise_skeleton_registration,9.06,0.4232,234,234,209,low
A045_P009_G002_C007,RGB_P001-P010/P001-P010/P009/A045_P009_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A045_P009_G002_C007.csv,P009,A045,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,77.16,77.16,pairwise_skeleton_registration,2.05,0.362,234,234,234,low
A046_P009_G001_C001,RGB_P001-P010/P001-P010/P009/A046_P009_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A046_P009_G001_C001.csv,P009,A046,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A046_P009_G001_C003,RGB_P001-P010/P001-P010/P009/A046_P009_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A046_P009_G001_C003.csv,P009,A046,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,82.63,82.63,pairwise_skeleton_registration,6.09,0.2212,48,48,37,high
A046_P009_G001_C005,RGB_P001-P010/P001-P010/P009/A046_P009_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A046_P009_G001_C005.csv,P009,A046,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,31.92,31.92,pairwise_skeleton_registration,4.44,0.1313,48,48,48,high
A046_P009_G001_C007,RGB_P001-P010/P001-P010/P009/A046_P009_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A046_P009_G001_C007.csv,P009,A046,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,150.87,150.87,pairwise_skeleton_registration,6.88,0.3642,48,48,32,low
A046_P009_G002_C001,RGB_P001-P010/P001-P010/P009/A046_P009_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A046_P009_G002_C001.csv,P009,A046,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A046_P009_G002_C003,RGB_P001-P010/P001-P010/P009/A046_P009_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A046_P009_G002_C003.csv,P009,A046,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,6.31,6.31,pairwise_skeleton_registration,6.05,0.2599,39,39,39,medium
A046_P009_G002_C005,RGB_P001-P010/P001-P010/P009/A046_P009_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A046_P009_G002_C005.csv,P009,A046,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,177.46,177.46,pairwise_skeleton_registration,7.87,0.2916,39,39,37,medium
A046_P009_G002_C007,RGB_P001-P010/P001-P010/P009/A046_P009_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A046_P009_G002_C007.csv,P009,A046,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-139.54,-139.54,pairwise_skeleton_registration,3.54,0.3064,39,39,33,medium
A047_P009_G001_C001,RGB_P001-P010/P001-P010/P009/A047_P009_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A047_P009_G001_C001.csv,P009,A047,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A047_P009_G001_C003,RGB_P001-P010/P001-P010/P009/A047_P009_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A047_P009_G001_C003.csv,P009,A047,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,154.59,154.59,pairwise_skeleton_registration,6.59,0.2852,35,35,27,medium
A047_P009_G001_C005,RGB_P001-P010/P001-P010/P009/A047_P009_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A047_P009_G001_C005.csv,P009,A047,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,14.22,14.22,pairwise_skeleton_registration,2.94,0.2447,35,35,14,medium
A047_P009_G001_C007,RGB_P001-P010/P001-P010/P009/A047_P009_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A047_P009_G001_C007.csv,P009,A047,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,155.47,155.47,pairwise_skeleton_registration,4.59,0.218,35,35,22,high
A047_P009_G002_C001,RGB_P001-P010/P001-P010/P009/A047_P009_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A047_P009_G002_C001.csv,P009,A047,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A047_P009_G002_C003,RGB_P001-P010/P001-P010/P009/A047_P009_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A047_P009_G002_C003.csv,P009,A047,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-28.92,-28.92,pairwise_skeleton_registration,6.89,0.1796,39,39,35,high
A047_P009_G002_C005,RGB_P001-P010/P001-P010/P009/A047_P009_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A047_P009_G002_C005.csv,P009,A047,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-179.56,-179.56,pairwise_skeleton_registration,6.89,0.2761,39,39,20,medium
A047_P009_G002_C007,RGB_P001-P010/P001-P010/P009/A047_P009_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A047_P009_G002_C007.csv,P009,A047,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-176.75,-176.75,pairwise_skeleton_registration,3.63,0.1692,39,39,30,high
A048_P009_G001_C001,RGB_P001-P010/P001-P010/P009/A048_P009_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A048_P009_G001_C001.csv,P009,A048,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A048_P009_G001_C003,RGB_P001-P010/P001-P010/P009/A048_P009_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A048_P009_G001_C003.csv,P009,A048,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,2.69,2.69,pairwise_skeleton_registration,7.89,0.2261,180,180,117,high
